,congress,chamber,result,description,vote_result_category,democratic_yes,democratic_no,democratic_present,democratic_not_voting,democratic_majority_position,republican_yes,republican_no,republican_present,republican_not_voting,republican_majority_position,independent_yes,independent_no,independent_present,independent_not_voting,total_yes,total_no,total_present,total_not_voting,pass
0,106,Senate,Agreed to,Collins Amdt No. 2854; To amend the Internal Revenue Code of 1986 to eliminate the 2-percent floor on miscellaneous itemized deductions for qualified professional development expenses of elementary and secondary school teachers and to allow a credit again,pass,45,0,0,0,Yes,53,0,0,2,Yes,0,0,0,0,98,0,0,2,pass
1,106,Senate,Rejected,Motion to Waive CBA re: Dodd Amdt No 2857; To increase funding for part B of the Individuals with Disabilities Education Act.,not pass,41,4,0,0,Yes,3,50,0,2,No,0,0,0,0,44,54,0,2,not pass
2,106,Senate,Confirmed,"Confirmation: George B. Daniels to be U.S. District Judge, Southern District NY",pass,44,0,0,1,Yes,54,0,0,1,Yes,0,0,0,0,98,0,0,2,pass
3,106,Senate,Confirmed,"Nomination of Kermit Bye of North Dakota to be US Circuit Judge, Eighth Circuit",pass,44,0,0,1,Yes,54,0,0,1,Yes,0,0,0,0,98,0,0,2,pass
4,106,Senate,Passed,H.R. 1883 As Amended; Iran Nonproliferation Act of 2000,pass,44,0,0,1,Yes,54,0,0,1,Yes,0,0,0,0,98,0,0,2,pass
5,106,Senate,Confirmed,"Conf. of Joel A. Pisano, of New Jersey, U. S. District Judge for Dist. of N.J.",pass,44,0,0,1,Yes,51,2,0,2,Yes,0,0,0,0,95,2,0,3,pass
6,106,Senate,Confirmed,"Conf. of Thomas L. Ambro, of Delaware,  U.S. Circuit Judge for the Third Circuit",pass,44,0,0,1,Yes,52,2,0,1,Yes,0,0,0,0,96,2,0,2,pass
7,106,Senate,Agreed to,Motion to Proceed to Exec. Session to Consider Nomination of Thomas L. Ambro,pass,44,0,0,1,Yes,35,19,0,1,Yes,0,0,0,0,79,19,0,2,pass
8,106,Senate,Passed,S.1287 As Amended; Nuclear Waste Policy Amendments Act of 2000,pass,12,32,0,1,No,52,2,0,1,Yes,0,0,0,0,64,34,0,2,pass
9,106,Senate,Agreed to,Motion to Invoke Cloture on Murkowski Amendment No. 2808; To provide a complete substitute.,pass,40,3,0,2,Yes,54,0,0,1,Yes,0,0,0,0,94,3,0,3,pass
10,106,Senate,Confirmed,Confirmation: Alan Greenspan to be Chairman of Federal Reserve Board ,pass,39,4,0,2,Yes,50,0,0,5,Yes,0,0,0,0,89,4,0,7,pass
11,106,Senate,Passed,H.R. 833 As Amended; Bankruptcy Reform Act of 2000,pass,33,12,0,0,Yes,50,2,1,2,Yes,0,0,0,0,83,14,1,2,pass
12,106,Senate,Rejected,"Levin Amendment No. 2658; To provide for the nondischargeability of debts arising from firearm-related debts, and for other purposes.",not pass,28,17,0,0,Yes,1,51,1,2,No,0,0,0,0,29,68,1,2,not pass
13,106,Senate,Agreed to,"Motion to Table Feingold Amendment No. 2748 As Modified; To provide for an exception to a limitation on an automatic stay under section 362(b) of title 11, United States Code, relating to evictions and similar proceedings to provide for the payment of ren",pass,4,41,0,0,No,50,2,1,2,Yes,0,0,0,0,54,43,1,2,pass
14,106,Senate,Agreed to,Schumer Amendment No. 2763; To ensure that debts incurred as a result of clinic violence are nondischargeable.,pass,45,0,0,0,Yes,35,17,1,2,Yes,0,0,0,0,80,17,1,2,pass
15,106,Senate,Agreed to,Motion to Table Wellstone Amdt 2538; To make an amendment with respect to the disallowance of certain claims and to prohibit certain coercive debt collection practices.,pass,2,43,0,0,No,51,1,1,2,Yes,0,0,0,0,53,44,1,2,pass
16,106,Senate,Agreed to,Motion To Invoke Cloture On Motion To Proceed To S. 2285; A bill instituting a Federal fuels tax holiday.,pass,38,6,0,1,Yes,48,5,0,2,Yes,0,0,0,0,86,11,0,3,pass
17,106,Senate,Passed,S. 2097 As Amended; Launching Our Communities' Access to Local Television Act of 2000,pass,44,0,0,1,Yes,53,0,1,1,Yes,0,0,0,0,97,0,1,2,pass
18,106,Senate,Agreed to,Johnson Amendment No. 2903; To address certain lending practices.,pass,44,0,0,1,Yes,55,0,0,0,Yes,0,0,0,0,99,0,0,1,pass
19,106,Senate,Rejected,S.J.Res. 14; A joint resolution proposing an amendment to the Constitution of the United States authorizing Congress to prohibit the physical desecration of the flag of the United States.,not pass,12,33,0,0,No,51,4,0,0,Yes,0,0,0,0,63,37,0,0,not pass
20,106,Senate,Agreed to,Motion To Invoke Cloture On S.J. Res. 14; A joint resolution proposing an amendment to the Constitution of the United States authorizing Congress to prohibit the physical desecration of the flag of the United States.,pass,45,0,0,0,Yes,55,0,0,0,Yes,0,0,0,0,100,0,0,0,pass
21,106,Senate,Agreed to,Motion to Table Hollings Amendment No. 2890; To propose an amendment to the Constitution of the United States relating to contributions and expenditures intended to affect elections.,pass,15,30,0,0,No,52,3,0,0,Yes,0,0,0,0,67,33,0,0,pass
22,106,Senate,Rejected,"McConnell Amendment No. 2889; To provide for the protection of the flag of the United States and free speech, and for other purposes.",not pass,29,16,0,0,Yes,7,48,0,0,No,0,0,0,0,36,64,0,0,not pass
23,106,Senate,Passed,H.R. 2559 as amended; Agricultural Risk Protection Act of 2000,pass,45,0,0,0,Yes,50,5,0,0,Yes,0,0,0,0,95,5,0,0,pass
24,106,Senate,Agreed to,Wellstone Amendment No. 2888; To express the sense of Congress regarding the Rally for Rural America and the rural crisis.,pass,45,0,0,0,Yes,54,1,0,0,Yes,0,0,0,0,99,1,0,0,pass
25,106,Senate,Passed,H.R. 5 as amended.; Senior Citizens' Freedom to Work Act of 2000,pass,45,0,0,0,Yes,55,0,0,0,Yes,0,0,0,0,100,0,0,0,pass
26,106,Senate,Agreed to,"Motion to table Kerrey Amendment No. 2885.; To redesignate the term for the age at which an individual is eligible for full, unreduced old-age benefits.",pass,3,42,0,0,No,52,2,0,1,Yes,0,0,0,0,55,44,0,1,pass
27,106,Senate,Confirmed,"Confirmation of Richard Paez to be U.S. Circuit Judge, Ninth Circuit",pass,45,0,0,0,Yes,14,39,0,2,No,0,0,0,0,59,39,0,2,pass
28,106,Senate,Rejected,To indefinitely postpone the nomination of Richard A. Paez,not pass,0,45,0,0,No,31,22,0,2,Yes,0,0,0,0,31,67,0,2,not pass
29,106,Senate,Confirmed,"Marsha L. Berzon to U.S. Circuit Judge, Ninth Circuit",pass,45,0,0,0,Yes,19,34,0,2,No,0,0,0,0,64,34,0,2,pass
30,106,Senate,Agreed to,Cloture Motion RE: Nom. of Richard Paez to be U.S. Circuit Judge,pass,45,0,0,0,Yes,40,14,0,1,Yes,0,0,0,0,85,14,0,1,pass
31,106,Senate,Agreed to,Cloture Motion RE: Nom. of Marsha L. Berzon to be U.S. Circuit Judge,pass,45,0,0,0,Yes,41,13,0,1,Yes,0,0,0,0,86,13,0,1,pass
32,106,Senate,Agreed to,Conference Report to Accompany H.R. 1000; Wendell H. Ford Aviation Investment and Reform Act for the 21st Century,pass,40,5,0,0,Yes,42,12,0,1,Yes,0,0,0,0,82,17,0,1,pass
33,106,Senate,Confirmed,"Confirmation of Julio M. Fuentes, to be U.S Circuit Judge, Third Circuit",pass,41,0,0,4,Yes,52,0,0,3,Yes,0,0,0,0,93,0,0,7,pass
34,106,Senate,Passed,"S. 1134, as amended; Affordable Education Act of 2000",pass,9,35,0,1,No,52,2,0,1,Yes,0,0,0,0,61,37,0,2,pass
35,106,Senate,Agreed to,Durbin Amendment No. 2879; To reduce violence in schools.,pass,44,0,0,1,Yes,47,7,0,1,Yes,0,0,0,0,91,7,0,2,pass
36,106,Senate,Rejected,Feinstein Amendment No. 2876; To provide for achievement standards and assessment of student performance in meeting the standards.,not pass,21,23,0,1,No,9,45,0,1,No,0,0,0,0,30,68,0,2,not pass
37,106,Senate,Rejected,Wellstone Amendment No. 2878; To provide a limitation regarding the policy of prohibiting social promotion.,not pass,29,15,0,1,Yes,0,54,0,1,No,0,0,0,0,29,69,0,2,not pass
38,106,Senate,Rejected,Motion to Waive CBA Re: Bingaman Amendment No. 2875; To increase funding for Federal Pell Grants.,not pass,39,5,0,1,Yes,2,52,0,1,No,0,0,0,0,41,57,0,2,not pass
39,106,Senate,Rejected,Boxer Amendment No. 2873 (Reconsidered); To express the sense of the Senate on improving the learning environment by ensuring safe schools.,not pass,44,0,0,1,Yes,5,49,0,1,No,0,0,0,0,49,49,0,2,not pass
40,106,Senate,Rejected,Boxer Amendment No. 2873; To express the sense of the Senate on improving the learning environment by ensuring safe schools.,not pass,44,0,0,1,Yes,5,49,0,1,No,0,0,0,0,49,49,0,2,not pass
41,106,Senate,Agreed to,Coverdell Amendment No. 2874 As Modified; To express the sense of the Senate on improving the learning environment by ensuring safe schools.,pass,43,0,0,2,Yes,53,1,0,1,Yes,0,0,0,0,96,1,0,3,pass
42,106,Senate,Rejected,Kennedy Amendment No. 2872; To establish programs to enable States and local educational agencies to place a qualified teacher in every classroom.,not pass,39,6,0,0,Yes,0,54,0,1,No,0,0,0,0,39,60,0,1,not pass
43,106,Senate,Agreed to,"Roth Amendment No. 2869; To amend the Internal Revenue Code of 1986 to allow tax-free expenditures from education individual retirement accounts for elementary and secondary school expenses, to increase the maximum annual amount of contributions to such a",pass,5,40,0,0,No,54,0,0,1,Yes,0,0,0,0,59,40,0,1,pass
44,106,Senate,Rejected,Graham Amendment No. 2870; To reinstate certain revenue raisers.,not pass,24,20,0,1,Yes,1,53,0,1,No,0,0,0,0,25,73,0,2,not pass
45,106,Senate,Agreed to,Mack Amendment No. 2827; To eliminate the marriage penalty in the reduction in permitted contributions to education individual retirement accounts.,pass,1,43,0,1,No,53,0,0,2,Yes,0,0,0,0,54,43,0,3,pass
46,106,Senate,Rejected,Murray Amendment No. 2821; To provide for class size reduction programs.,not pass,42,3,0,0,Yes,0,53,0,2,No,0,0,0,0,42,56,0,2,not pass
47,106,Senate,Agreed to,Wellstone Amendment No. 2865; To require the Secretary of Health and Human Services to report to Congress on the extent and severity of child poverty.,pass,45,0,0,0,Yes,44,9,0,2,Yes,0,0,0,0,89,9,0,2,pass
48,106,Senate,Agreed to,Motion to Table Bingaman Amendment No. 2863; To ensure accountability in programs for disadvantaged children and provide funds to turn around failing schools.,pass,6,39,0,0,No,52,1,0,2,Yes,0,0,0,0,58,40,0,2,pass
49,106,Senate,Agreed to,"Abraham Amdt No. 2825; To amend the Internal Revenue Code of 1986 to expand the deduction for computer donations to schools and to allow a tax credit for donated computers, and for other purposes.",pass,44,1,0,0,Yes,52,1,0,2,Yes,0,0,0,0,96,2,0,2,pass
50,106,Senate,Agreed to,Motion to Table the Robb Amendment No. 2861; To eliminate the use of education individual retirement accounts for elementary and secondary school expenses and to expand the incentives for the construction and renovation of public schools.,pass,4,41,0,0,No,53,1,0,1,Yes,0,0,0,0,57,42,0,1,pass
51,106,Senate,Rejected,Motion to Invoke Cloture on Amendment No. 3090 to H.R. 6; To provide a committee amendment.,not pass,0,43,0,2,No,51,1,0,3,Yes,0,0,0,0,51,44,0,5,not pass
52,106,Senate,Agreed to,Motion to invoke cloture on the motion to proceed to S. J. Res. 3; A joint resolution proposing an amendment to the Constitution of the United States to protect the rights of crime victims.,pass,30,12,0,3,Yes,52,0,0,3,Yes,0,0,0,0,82,12,0,6,pass
53,106,Senate,Agreed to,"H. Con. Res. 290 Conference Report; A concurrent resolution establishing the congressional budget for the United States Government for fiscal year 2001, revising the congressional budget for the United States Government for fiscal year 2000, and setting f",pass,0,44,0,1,No,50,4,0,1,Yes,0,0,0,0,50,48,0,2,pass
54,106,Senate,Agreed to,House Concurrent Resolution 303; A concurrent resolution providing for a conditional adjournment of the House of Representatives and a conditional adjournment or recess of the Senate.,pass,1,43,0,1,No,54,0,0,1,Yes,0,0,0,0,55,43,0,2,pass
55,106,Senate,Rejected,Motion To Invoke Cloture On H.R. 6; Marriage Tax Penalty Relief Act of 2000,not pass,0,44,0,1,No,53,1,0,1,Yes,0,0,0,0,53,45,0,2,not pass
56,106,Senate,Rejected,Motion To Invoke Cloture On Roth Amendment No. 3090; To provide a committee amendment.,not pass,0,44,0,1,No,53,1,0,1,Yes,0,0,0,0,53,45,0,2,not pass
57,106,Senate,Passed,Final Passage S. 2323; Worker Economic Opportunity Act,pass,42,0,0,3,Yes,53,0,0,2,Yes,0,0,0,0,95,0,0,5,pass
58,106,Senate,Rejected,Motion To Invoke Cloture RE: S.2285; A bill instituting a Federal fuels tax holiday.,not pass,0,44,0,1,No,43,12,0,0,Yes,0,0,0,0,43,56,0,1,not pass
59,106,Senate,Agreed to,"H. CON. RES. 290; A concurrent resolution establishing the congressional budget for the United States Government for fiscal year 2001, revising the congressional budget for the United States Government for fiscal year 2000, and setting forth appropriate b",pass,0,43,1,1,No,51,2,0,2,Yes,0,0,0,0,51,45,1,3,pass
60,106,Senate,Rejected,Kennedy Amdt. No. 2962; To expand medicaid and S. CHIP coverage to low income families.,not pass,45,0,0,0,Yes,4,49,0,2,No,0,0,0,0,49,49,0,2,not pass
61,106,Senate,Rejected,Motion to Table Kennedy Amendment No. 2962; To expand medicaid and S. CHIP coverage to low income families.,not pass,0,45,0,0,No,49,4,0,2,Yes,0,0,0,0,49,49,0,2,not pass
62,106,Senate,Agreed to,Kennedy Amendment No. 3079; To express the sense of the Senate concerning an increase in the Federal minimum wage.,pass,45,0,0,0,Yes,6,48,0,1,No,0,0,0,0,51,48,0,1,pass
63,106,Senate,Agreed to,Nickles Amendment No. 3078; To express the sense of the Senate that any increase in the minimum wage should be accompanied by tax relief for small businesses.,pass,0,45,0,0,No,51,4,0,0,Yes,0,0,0,0,51,49,0,0,pass
64,106,Senate,Agreed to,Craig Amendment No. 3077; To express the sense of the Senate regarding the enforcement of Federal firearms laws.,pass,0,45,0,0,No,54,1,0,0,Yes,0,0,0,0,54,46,0,0,pass
65,106,Senate,Rejected,"Domenici Amendment No. 3076; To increase discretionary health funding by $1,600,000,000.",not pass,0,45,0,0,No,45,10,0,0,Yes,0,0,0,0,45,55,0,0,not pass
66,106,Senate,Rejected,Motion to Table Voinovich Amendment No. 3075; To express the sense of the Senate with regard to the Individuals with Disabilities Education Act,not pass,43,2,0,0,Yes,4,51,0,0,No,0,0,0,0,47,53,0,0,not pass
67,106,Senate,Agreed to,Lautenberg Amendment No. 2957; To provide a  substitute.,pass,44,1,0,0,Yes,1,54,0,0,No,0,0,0,0,45,55,0,0,pass
68,106,Senate,Rejected,Motion to Waive the CBA with respect to Ashcroft Amendment No. 3032; To protect the Medicare surpluses through strengthened budgetary enforcement mechanisms.,not pass,2,43,0,0,No,28,27,0,0,Yes,0,0,0,0,30,70,0,0,not pass
69,106,Senate,Agreed to,"Kennedy Amendment No. 2939; To reduce the GOP tax cut by less than 1 percent in FY2001, and 1.8 percent over 5 years, to increase the Pell grant maximum by a total of $400- raising the basic Pell grant from the current $3,300 to $3,700.",pass,45,0,0,0,Yes,6,49,0,0,No,0,0,0,0,51,49,0,0,pass
70,106,Senate,Rejected,"Voinovich Amendment No. 2907; To strike the reconciliation instruction for tax cuts, thereby allowing surpluses to go toward DEBT REDUCTION.",not pass,39,6,0,0,Yes,5,50,0,0,No,0,0,0,0,44,56,0,0,not pass
71,106,Senate,Rejected,Motion to Waive the CBA RE: Graham Amendment No. 2966; To establish a reserve fund for additional ESEA funding.,not pass,45,0,0,0,Yes,1,54,0,0,No,0,0,0,0,46,54,0,0,not pass
72,106,Senate,Agreed to,Craig Amendment No. 3074; In the nature of a perfecting amendment.,pass,45,0,0,0,Yes,55,0,0,0,Yes,0,0,0,0,100,0,0,0,pass
73,106,Senate,Rejected,Motion to Waive the CBA RE: Conrad Amendment No. 3016; To protect Social Security surpluses and reserve a portion of on-budget surpluses for Medicare and debt reduction.,not pass,44,1,0,0,Yes,0,55,0,0,No,0,0,0,0,44,56,0,0,not pass
74,106,Senate,Agreed to,Reed Amendment No. 2964; To express the sense of the Senate regarding the need to reduce gun violence in America.,pass,44,1,0,0,Yes,9,46,0,0,No,0,0,0,0,53,47,0,0,pass
75,106,Senate,Rejected,Motion To Table Bond Amendment No. 2913; To express the sense of the Senate against the Federal funding of smoke shops (discount tobacco stores).,not pass,14,31,0,0,No,5,50,0,0,No,0,0,0,0,19,81,0,0,not pass
76,106,Senate,Agreed to,Motion To Table Robb Amendment No. 2965; To reduce revenue cuts by $5.9 billion over the next five years to help fund school modernization projects.,pass,0,45,0,0,No,54,0,0,1,Yes,0,0,0,0,54,45,0,1,pass
77,106,Senate,Agreed to,McCain Amendment No. 2988; To establish a special subsistence allowance for certain members of the uniformed services who are eligible to receive food stamp assistance,pass,45,0,0,0,Yes,54,0,0,1,Yes,0,0,0,0,99,0,0,1,pass
78,106,Senate,Agreed to,"Gramm Amendment No. 2973; To express the sense of the Senate on proposals 'to accomplish the strategic goal of completely eliminating the internal combustion engine over, say, a twenty-five year period.'",pass,45,0,0,0,Yes,54,0,0,1,Yes,0,0,0,0,99,0,0,1,pass
79,106,Senate,Agreed to,Motion to table Reid Amdt No. 2985; An amendment of a perfecting nature.,pass,45,0,0,0,Yes,54,0,0,1,Yes,0,0,0,0,99,0,0,1,pass
80,106,Senate,Agreed to,Motion To Table Roth Amendment No. 2955; To strike the revenue assumption for Arctic National Wildlife Refuge (ANWR) receipts in fiscal year 2005.,pass,4,41,0,0,No,47,8,0,0,Yes,0,0,0,0,51,49,0,0,pass
81,106,Senate,Agreed to,"Byrd Amendment No. 2943; To express the sense of the Senate on the continued use of Federal fuel taxes for the construction and rehabilitation of our nation's highways, bridges, and transit systems.",pass,44,1,0,0,Yes,21,34,0,0,No,0,0,0,0,65,35,0,0,pass
82,106,Senate,Rejected,Motion to Waive CBA re: Allard Amdt. No. 2906; To protect social security and provide for repayment of the Federal debt.,not pass,0,45,0,0,No,16,39,0,0,No,0,0,0,0,16,84,0,0,not pass
83,106,Senate,Agreed to,Motion to Table Conrad Amdt. No. 2935; To increase the amount of debt reduction contained in the resolution by $75 billion over 5 years.,pass,1,44,0,0,No,51,4,0,0,Yes,0,0,0,0,52,48,0,0,pass
84,106,Senate,Agreed to,Motion To Table Bingaman Amendment No. 2926; To provide funding for certain education programs.,pass,0,45,0,0,No,54,1,0,0,Yes,0,0,0,0,54,46,0,0,pass
85,106,Senate,Agreed to,Hutchison Amendment No. 2914; Sense of the Senate to provide for relief from the marriage penalty tax.,pass,45,0,0,0,Yes,54,1,0,0,Yes,0,0,0,0,99,1,0,0,pass
86,106,Senate,Rejected,Motion To Waive The Congressional Budget Act Re: Robb Amdt. No. 2915; To condition Senate consideration of any tax cut reconciliation legislation on previous enactment of legislation to provide an outpatient prescription drug benefit under the medicare pr,not pass,45,0,0,0,Yes,6,49,0,0,No,0,0,0,0,51,49,0,0,not pass
87,106,Senate,Agreed to,H.R. 2559 Conference Report; Agricultural Risk Protection Act of 2000,pass,43,0,0,2,Yes,48,4,0,3,Yes,0,0,0,0,91,4,0,5,pass
88,106,Senate,Agreed to,"Shall S. 2603 Be Engrossed And Advanced To Third Reading?; Legislative Branch Appropriations Act, 2001",pass,45,0,0,0,Yes,53,2,0,0,Yes,0,0,0,0,98,2,0,0,pass
89,106,Senate,Agreed to,Mikulski Amendment No. 3166; To express the sense of the Senate commending the United States Capitol Police.,pass,45,0,0,0,Yes,55,0,0,0,Yes,0,0,0,0,100,0,0,0,pass
90,106,Senate,Confirmed,"Mary A. McLaughlin, of Pennsylvania, to be U.S. District Judge",pass,45,0,0,0,Yes,41,14,0,0,Yes,0,0,0,0,86,14,0,0,pass
91,106,Senate,Confirmed,"James J. Brady, Of Louisiana, To be United States District Judge",pass,44,0,0,1,Yes,39,16,0,0,Yes,0,0,0,0,83,16,0,1,pass
92,106,Senate,Confirmed,"Gerard E. Lynch, Of N.Y., To be United States District Judge",pass,44,0,0,1,Yes,19,36,0,0,No,0,0,0,0,63,36,0,1,pass
93,106,Senate,Confirmed,"Timothy B. Dyk, of D.C., To be United States Circuit Judge",pass,44,0,0,1,Yes,30,25,0,0,Yes,0,0,0,0,74,25,0,1,pass
94,106,Senate,Confirmed,"Danny Lee McDonald, Of OK, To Be A Member Of The Federal Election Commission",pass,44,0,0,1,Yes,54,1,0,0,Yes,0,0,0,0,98,1,0,1,pass
95,106,Senate,Confirmed,"Bradley A. Smith, Of Ohio, To Be A Member Of The Federal Election Commission",pass,10,34,0,1,No,54,1,0,0,Yes,0,0,0,0,64,35,0,1,pass
96,106,Senate,Passed,"H.R. 4425, As Amended; Lewis and Clark Rural Water System Act of 2000",pass,44,1,0,0,Yes,52,3,0,0,Yes,0,0,0,0,96,4,0,0,pass
97,106,Senate,Agreed to,Levin Amendment No. 3154; To strike certain provisions which requires ground troops be withdrawn from Kosovo by a fixed date.,pass,38,7,0,0,Yes,15,40,0,0,No,0,0,0,0,53,47,0,0,pass
98,106,Senate,Agreed to,Daschle Amendment No. 3148; To express the sense of the Senate with regard to the Million Mom March and gun safety legislation.,pass,43,1,0,1,Yes,7,48,0,0,No,0,0,0,0,50,49,0,1,pass
99,106,Senate,Agreed to,"Lott Amendment No. 3150; To express the sense of the Senate with regard to the Second Amendment of the U.S. Constitution, the enforcement of Federal firearms laws, and the juvenile crime conference.",pass,17,27,0,1,No,52,3,0,0,Yes,0,0,0,0,69,30,0,1,pass
100,106,Senate,Not Sustained,"Shall The Decision of the Chair Stand As The Senate's Judgment Re: SA3150; To express the sense of the Senate with regard to the Second Amendment of the U.S. Constitution, the enforcement of Federal firearms laws, and the juvenile crime conference.",not pass,44,0,0,1,Yes,1,54,0,0,No,0,0,0,0,45,54,0,1,not pass
101,106,Senate,Rejected,Motion To Proceed To Executive Session To Consider Calendar No. 504,not pass,41,1,0,3,Yes,0,53,0,2,No,0,0,0,0,41,54,0,5,not pass
102,106,Senate,Rejected,Motion To Table Point Of Order Re: Daschle Amendment No. 3148; To express the sense of the Senate with regard to the Million Mom March and gun safety legislation.,not pass,41,1,0,3,Yes,1,53,0,1,No,0,0,0,0,42,54,0,4,not pass
103,106,Senate,Agreed to,"Motion To Instruct The Seargent At Arms; Military Construction Appropriations Act, 2001",pass,41,1,0,3,Yes,53,1,0,1,Yes,0,0,0,0,94,2,0,4,pass
104,106,Senate,Agreed to,Conference Report To Accompany H.R. 434; Trade and Development Act of 2000,pass,30,13,0,2,Yes,47,6,0,2,Yes,0,0,0,0,77,19,0,4,pass
105,106,Senate,Agreed to,Motion To Invoke Cloture On Conference Report To Accompany H.R. 434; Trade and Development Act of 2000,pass,29,12,0,4,Yes,47,6,0,2,Yes,0,0,0,0,76,18,0,6,pass
106,106,Senate,Agreed to,Motion To Proceed To Conference Report To Accompany H.R. 434; Trade and Development Act of 2000,pass,41,4,0,0,Yes,49,2,0,4,Yes,0,0,0,0,90,6,0,4,pass
107,106,Senate,Rejected,Lieberman Amendment No. 3127; To improve the bill.,not pass,13,32,0,0,No,0,52,0,3,No,0,0,0,0,13,84,0,3,not pass
108,106,Senate,Agreed to,Lott Amendment No. 3126; To improve the provisions relating to teachers.,pass,45,0,0,0,Yes,52,0,0,3,Yes,0,0,0,0,97,0,0,3,pass
109,106,Senate,Rejected,Murray Amendment No. 3122; To provide for class size reduction programs.,not pass,44,0,0,1,Yes,0,53,0,2,No,0,0,0,0,44,53,0,3,not pass
110,106,Senate,Agreed to,Abraham Amendment No. 3117; To reform certain State requirements relating to the use of funds to improve student academic achievement and student performance and to coordinate professional development activities.,pass,3,40,0,2,No,51,2,0,2,Yes,0,0,0,0,54,42,0,4,pass
111,106,Senate,Rejected,Kannedy Amendment No. 3118; To provide for merit school programs for rewarding all teachers in schools that improve student achievement for all students.,not pass,42,1,0,2,Yes,1,53,0,1,No,0,0,0,0,43,54,0,3,not pass
112,106,Senate,Rejected,Daschle Amendment No. 3111; To improve the bill.,not pass,45,0,0,0,Yes,0,54,0,1,No,0,0,0,0,45,54,0,1,not pass
113,106,Senate,Agreed to,Gorton Amdt. No. 3110; To strengthen the Academic Achievement for All Demonstration Act (Straight A's Act).,pass,45,0,0,0,Yes,53,0,0,2,Yes,0,0,0,0,98,0,0,2,pass
114,106,Senate,Veto Sustained,"Shall The Bill S. 1287 Pass, Over The Objections Of The President; Nuclear Waste Policy Amendments Act of 2000",not pass,13,32,0,0,No,51,3,0,1,Yes,0,0,0,0,64,35,0,1,not pass
115,106,Senate,Passed,"H.R. 4577, as amended; Consolidated Appropriations Act, 2001",pass,8,33,0,4,No,44,10,0,1,Yes,0,0,0,0,52,43,0,5,pass
116,106,Senate,Rejected,Motion To Waive CBA Harkin Amdt. No. 3699; To fully fund the Individuals with Disabilities Education Act (IDEA).,not pass,36,5,0,4,Yes,4,50,0,1,No,0,0,0,0,40,55,0,5,not pass
117,106,Senate,Rejected,"Motion To Table Helms Amdt. No. 3697; To prohibit the expenditure of certain appropriated funds for the distribution or provision of, or the provision of a prescription for, postcoital emergency contraception.",not pass,35,6,0,4,Yes,6,48,0,1,No,0,0,0,0,41,54,0,5,not pass
118,106,Senate,Agreed to,Motion To Table Wellstone Amendment No. 3698; To provide for a limitation on the use of funds for certain agreements involving the conveyance or licensing of a drug.,pass,8,33,0,4,No,48,6,0,1,Yes,0,0,0,0,56,39,0,5,pass
119,106,Senate,Rejected,Dorgan Amdt. No. 3693; To require a Federal floor with respect to protections for individuals enrolled in health plans.,not pass,43,0,0,2,Yes,4,51,0,0,No,0,0,0,0,47,51,0,2,not pass
120,106,Senate,Agreed to,Nickles Amdt. No. 3694; To increase access to health care and to protect consumers in managed care plans and in other health coverage.,pass,0,43,0,2,No,51,4,0,0,Yes,0,0,0,0,51,47,0,2,pass
121,106,Senate,Agreed to,Jeffords Amdt. No. 3691; To prohibit health discrimination on the basis of genetic information or genetic services.,pass,3,40,0,2,No,55,0,0,0,Yes,0,0,0,0,58,40,0,2,pass
122,106,Senate,Rejected,"Daschle Amdt. No. 3688; To prohibit health insurance companies form using genetic information to discriminate against enrollees, and to prohibit employers from using such information to discriminate in the workplace.",not pass,43,0,0,2,Yes,1,54,0,0,No,0,0,0,0,44,54,0,2,not pass
123,106,Senate,Agreed to,Ashcroft Amdt. 3689; To protect the Social Security and Medicare surpluses through strengthened budgetary enforcement mechanisms.,pass,1,42,0,2,No,53,1,0,1,Yes,0,0,0,0,54,43,0,3,pass
124,106,Senate,Agreed to,Conrad Amdt. No. 3690; To establish an off-budget lockbox to strengthen Social Security and Medicare.,pass,44,0,0,1,Yes,16,37,0,2,No,0,0,0,0,60,37,0,3,pass
125,106,Senate,Agreed to,Frist Amdt. No. 3654 As Modified; To increase the amount appropriated for the Interagency Education Research Initiative.,pass,44,0,0,1,Yes,54,0,0,1,Yes,0,0,0,0,98,0,0,2,pass
126,106,Senate,Passed,H.R. 4762; A bill to amend the Internal Revenue Code of 1986 to require 527 organizations to disclose their political activities.,pass,44,0,0,1,Yes,48,6,0,1,Yes,0,0,0,0,92,6,0,2,pass
127,106,Senate,Agreed to,"Motion To Table Jeffords Amdt. No. 3655; To increase the appropriations for carrying out the Individuals with Disabilities Education Act, with an offset.",pass,43,1,0,1,Yes,8,46,0,1,No,0,0,0,0,51,47,0,2,pass
128,106,Senate,Agreed to,Motion To Table Landrieu Amdt. No. 3645; No Statement of Purpose on File.,pass,27,17,0,1,Yes,48,6,0,1,Yes,0,0,0,0,75,23,0,2,pass
129,106,Senate,Rejected,"Motion to Waive re: Kennedy Amdt. No. 3678; Consolidated Appropriations Act, 2001",not pass,44,0,0,1,Yes,5,50,0,0,No,0,0,0,0,49,50,0,1,not pass
130,106,Senate,Rejected,Motion To Waive CBA RE: Reed Amdt No. 3638; To provide funds for the GEAR UP Program.,not pass,44,0,0,1,Yes,3,52,0,0,No,0,0,0,0,47,52,0,1,not pass
